p
"(:OntologyClass:NeedsReview {name: cab81-18-d, source: learned_from_dataset, uri: https://example.org/ontology#cab81-18-d})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: d. p. or ps package, source: learned_from_dataset, uri: https://example.org/ontology#d. p. or ps package})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: d-sub connectors, source: learned_from_dataset, uri: https://example.org/ontology#d-sub connectors})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: d-sub connectors, source: learned_from_dataset, uri: https://example.org/ontology#d-sub connectors})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: d-sub connectors, source: learned_from_dataset, uri: https://example.org/ontology#d-sub connectors})-[:ASSOCIATEDWITH]->(:OntologyClass {name: Cable, source: Baseline, uri: https://schema.org/Cable})"
"(:OntologyClass:NeedsReview {name: d-sub connectors, source: learned_from_dataset, uri: https://example.org/ontology#d-sub connectors})-[:PARTOF]->(:OntologyClass {name: Interconnect, source: Baseline, uri: https://schema.org/Interconnect})"
"(:OntologyClass:NeedsReview {name: d. jg. p. ps. or pw package, source: learned_from_dataset, uri: https://example.org/ontology#d. jg. p. ps. or pw package})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: d. jg. p. ps. or pw package, source: learned_from_dataset, uri: https://example.org/ontology#d. jg. p. ps. or pw package})-[:RELATEDTO]->(:OntologyClass {name: RFComponent, source: Baseline, uri: https://schema.org/RFComponent})"
"(:OntologyClass:NeedsReview {name: d. jg. p. ps. or pw package, source: learned_from_dataset, uri: https://example.org/ontology#d. jg. p. ps. or pw package})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: d. jg. p. ps. or pw package, source: learned_from_dataset, uri: https://example.org/ontology#d. jg. p. ps. or pw package})-[:USEDIN]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: d12/crcw0805, source: learned_from_dataset, uri: https://example.org/ontology#d12/crcw0805})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: d12/crcw0805, source: learned_from_dataset, uri: https://example.org/ontology#d12/crcw0805})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: damp heat chamber, source: learned_from_dataset, uri: https://example.org/ontology#damp heat chamber})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: damp heat chamber, source: learned_from_dataset, uri: https://example.org/ontology#damp heat chamber})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: data converter, source: learned_from_dataset, uri: https://example.org/ontology#data converter})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: data converter, source: learned_from_dataset, uri: https://example.org/ontology#data converter})-[:RELATEDTO]->(:OntologyClass {name: Electromechanical, source: Baseline, uri: https://schema.org/Electromechanical})"
"(:OntologyClass:NeedsReview {name: data converters, source: learned_from_dataset, uri: https://example.org/ontology#data converters})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: data converters, source: learned_from_dataset, uri: https://example.org/ontology#data converters})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: dc load resistor, source: learned_from_dataset, uri: https://example.org/ontology#dc load resistor})-[:SUBCLASS_OF]->(:OntologyClass {name: Resistor, source: Baseline, uri: https://schema.org/Resistor})"
"(:OntologyClass:NeedsReview {name: d25/crcw1206, source: learned_from_dataset, uri: https://example.org/ontology#d25/crcw1206})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: d25/crcw1206, source: learned_from_dataset, uri: https://example.org/ontology#d25/crcw1206})-[:RELATEDTO]->(:OntologyClass {name: IntegratedCircuit, source: Baseline, uri: https://schema.org/IntegratedCircuit})"
"(:OntologyClass:NeedsReview {name: d25/crcw1206, source: learned_from_dataset, uri: https://example.org/ontology#d25/crcw1206})-[:RELATEDTO]->(:OntologyClass {name: ChipAntenna, source: Baseline, uri: https://schema.org/ChipAntenna})"
"(:OntologyClass:NeedsReview {name: d25/crcw1206, source: learned_from_dataset, uri: https://example.org/ontology#d25/crcw1206})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: d25/crcw1206, source: learned_from_dataset, uri: https://example.org/ontology#d25/crcw1206})-[:SIMILARFUNCTION]->(:OntologyClass {name: Resistor, source: Baseline, uri: https://schema.org/Resistor})"
"(:OntologyClass:NeedsReview {name: d25/crcw1206, source: learned_from_dataset, uri: https://example.org/ontology#d25/crcw1206})-[:SIMILARFUNCTION]->(:OntologyClass {name: Capacitor, source: Baseline, uri: https://schema.org/Capacitor})"
"(:OntologyClass:NeedsReview {name: d25/crcw1206, source: learned_from_dataset, uri: https://example.org/ontology#d25/crcw1206})-[:CATEGORY]->(:OntologyClass {name: PassiveComponent, source: Baseline, uri: https://schema.org/PassiveComponent})"
"(:OntologyClass:NeedsReview {name: d25/crcw1206, source: learned_from_dataset, uri: https://example.org/ontology#d25/crcw1206})-[:SUBCATEGORYOF]->(:OntologyClass {name: Electromechanical, source: Baseline, uri: https://schema.org/Electromechanical})"
"(:OntologyClass:NeedsReview {name: d25/crcw1206, source: learned_from_dataset, uri: https://example.org/ontology#d25/crcw1206})-[:BELONGSTOCATEGORY]->(:OntologyClass {name: RFComponent, source: Baseline, uri: https://schema.org/RFComponent})"
"(:OntologyClass:NeedsReview {name: d25/crcw1206, source: learned_from_dataset, uri: https://example.org/ontology#d25/crcw1206})-[:COMPATIBLEWITH]->(:OntologyClass {name: Diode, source: Baseline, uri: https://schema.org/Diode})"
"(:OntologyClass:NeedsReview {name: d25/crcw1206, source: learned_from_dataset, uri: https://example.org/ontology#d25/crcw1206})-[:COMPATIBLEWITH]->(:OntologyClass {name: Transistor, source: Baseline, uri: https://schema.org/Transistor})"
"(:OntologyClass {name: data sheet, source: learned_from_dataset, uri: https://example.org/ontology#data sheet})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass {name: data sheet, source: learned_from_dataset, uri: https://example.org/ontology#data sheet})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: dbv (sot-23-5), source: learned_from_dataset, uri: https://example.org/ontology#dbv (sot-23-5)})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: dbv (sot-23-5), source: learned_from_dataset, uri: https://example.org/ontology#dbv (sot-23-5)})-[:PARTOF]->(:OntologyClass {name: ElectricalCircuit})"
"(:OntologyClass:NeedsReview {name: dbv (sot-23-5), source: learned_from_dataset, uri: https://example.org/ontology#dbv (sot-23-5)})-[:USEDIN]->(:OntologyClass {name: SemiconductorDevice})"
"(:OntologyClass:NeedsReview {name: dbv (sot-23-5) package, source: learned_from_dataset, uri: https://example.org/ontology#dbv (sot-23-5) package})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: dbv (sot-23-5) package, source: learned_from_dataset, uri: https://example.org/ontology#dbv (sot-23-5) package})-[:RELATEDTO]->(:OntologyClass {name: sot-23-5 package datasheet})"
"(:OntologyClass:NeedsReview {name: dbv (sot-23-5) package, source: learned_from_dataset, uri: https://example.org/ontology#dbv (sot-23-5) package})-[:ASSOCIATEDWITH]->(:OntologyClass {name: manufacturing process})"
"(:OntologyClass:NeedsReview {name: dbv (sot-23-5) package, source: learned_from_dataset, uri: https://example.org/ontology#dbv (sot-23-5) package})-[:DESCRIBES]->(:OntologyClass {name: electrical characteristics})"
"(:OntologyClass:NeedsReview {name: dcy package, source: learned_from_dataset, uri: https://example.org/ontology#dcy package})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: dcy package, source: learned_from_dataset, uri: https://example.org/ontology#dcy package})-[:RELATEDTO]->(:OntologyClass {name: Electromechanical, source: Baseline, uri: https://schema.org/Electromechanical})"
"(:OntologyClass {name: data signals, source: learned_from_dataset, uri: https://example.org/ontology#data signals})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass {name: data signals, source: learned_from_dataset, uri: https://example.org/ontology#data signals})-[:RELATEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: dc motor, source: learned_from_dataset, uri: https://example.org/ontology#dc motor})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: dc motor, source: learned_from_dataset, uri: https://example.org/ontology#dc motor})-[:CONNECTEDTO]->(:OntologyClass {name: PowerSupply})"
"(:OntologyClass:NeedsReview {name: dc motor, source: learned_from_dataset, uri: https://example.org/ontology#dc motor})-[:CONTROLLEDBY]->(:OntologyClass {name: Controller})"
"(:OntologyClass:NeedsReview {name: dcy, source: learned_from_dataset, uri: https://example.org/ontology#dcy})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: dcy, source: learned_from_dataset, uri: https://example.org/ontology#dcy})-[:CONNECTEDTO]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: dck (sc-70) package, source: learned_from_dataset, uri: https://example.org/ontology#dck (sc-70) package})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: dck (sc-70) package, source: learned_from_dataset, uri: https://example.org/ontology#dck (sc-70) package})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: ddf (sot-23) package, source: learned_from_dataset, uri: https://example.org/ontology#ddf (sot-23) package})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: ddpak, source: learned_from_dataset, uri: https://example.org/ontology#ddpak})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: ddpak/ to-263, source: learned_from_dataset, uri: https://example.org/ontology#ddpak/ to-263})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass {name: datasheet, source: learned_from_dataset, uri: https://example.org/ontology#datasheet})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass {name: datasheet, source: learned_from_dataset, uri: https://example.org/ontology#datasheet})-[:RELATEDTO]->(:OntologyClass {name: ManufacturingProcess})"
"(:OntologyClass {name: datasheet, source: learned_from_dataset, uri: https://example.org/ontology#datasheet})-[:DESCRIBES]->(:OntologyClass {name: ComponentSpecification})"
"(:OntologyClass {name: datasheet, source: learned_from_dataset, uri: https://example.org/ontology#datasheet})-[:PROVIDES]->(:OntologyClass {name: Documentation})"
"(:OntologyClass:NeedsReview {name: ddf 8 3000 210.0 185.0 35.0, source: learned_from_dataset, uri: https://example.org/ontology#ddf 8 3000 210.0 185.0 35.0})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: ddf 8 3000 210.0 185.0 35.0, source: learned_from_dataset, uri: https://example.org/ontology#ddf 8 3000 210.0 185.0 35.0})-[:RELATEDTO]->(:OntologyClass {name: RFComponent, source: Baseline, uri: https://schema.org/RFComponent})"
"(:OntologyClass:NeedsReview {name: ddpak-to-263 package, source: learned_from_dataset, uri: https://example.org/ontology#ddpak-to-263 package})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: ddpak-to-263 package, source: learned_from_dataset, uri: https://example.org/ontology#ddpak-to-263 package})-[:PARTOF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: ddpak/to-263, source: learned_from_dataset, uri: https://example.org/ontology#ddpak/to-263})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: dcy (sot-223), source: learned_from_dataset, uri: https://example.org/ontology#dcy (sot-223)})-[:SUBCLASS_OF]->(:OntologyClass {name: ElectronicComponent, source: Baseline, uri: https://schema.org/ElectronicComponent})"
"(:OntologyClass:NeedsReview {name: dcy (sot-223), source: learned_from_dataset, uri: https://example.org/ontology#dcy (sot-223)})-[:RELATEDTO]->(:OntologyClass {name: PassiveComponent, source: Baseline, uri: https://schema.org/PassiveComponent})"
"(:OntologyClass:NeedsReview {name: dcy (sot-223), source: learned_from_dataset, uri: https://example.org/ontology#dcy (sot-223)})-[:RELATEDTO]->(:OntologyClass {name: Transistor, source: Baseline, uri: https://schema.org/Transistor})"
